id,name,breed_time,buy_price,hatch_time,breedable,hatch_xp,description
116,Mars Dragon,18 Hours ,1000,15 Hours ,No,50,The Mars Dragon is a Rare Dragon   with the primary typing of Sea. The Mars Dragon can also learn Nature moves.      Get ready for some serious extraterrestrial action with this stranger-than-fiction dragon. Remember to feed him with plenty of space plasma and dragon food to keep baby dragons from disappearing. The truth is out there!
117,Prisma Dragon,1 day 4 hrs ,2000,1 days 12 hrs ,Yes,200000,The Prisma Dragon is a Rare Dragon   with the primary typing of Ice. The Prisma Dragon can also learn Electric moves.      What really happens at the end of a rainbow? From the reflections of shiny treasures emerges a Prisma Dragon with all the colors of the universe on her back.
118,Centipede Dragon,16 Hours ,1500,24 Hours ,Yes,150000,"The Centipede Dragon is a Rare Dragon   with the primary typing of Nature. The Centipede Dragon can also learn Terra moves.      This dragon is one of the fastest...on land! He can break dance like a pro, but in the air he often gets tangled up in his own feet and wings and completely loses control."
119,Emerald Dragon,16 Hours ,1500,24 Hours ,Yes,100000,"The Emerald Dragon is a Rare Dragon   with the primary typing of Metal. The Emerald Dragon can also learn Nature moves.      Not all that glitters is gold... Some of it is emerald, too! This extremely precious dragon is one of the most valuable in Dragon City. Guard her well to make sure she isnt stolen."
120,St Patricks Dragon,,,,,,
121,Ruby Dragon,16 Hours ,1500,24 Hours ,Yes,100000,"The Ruby Dragon is a Rare Dragon   with the primary typing of Metal. The Ruby Dragon can also learn Flame moves.      If you want to capture the light of a million sunsets, the glimmer of a thousand lakes, and the heat of the hottest fires, obtain the Ruby Dragon and visitors will surely flock to your Islands!"
122,Angry Dragon,1 day 8 hrs ,1500,24 Hours ,No,100000,"The Angry Dragon is a Rare Dragon   with the primary typing of Terra. The Angry Dragon can also learn Flame and  Nature moves.      Don’t make this dragon angry! He may look a little bit absent-minded and cute, but there are secret powers hidden within his mutant blood."
123,Lava Dragon,1 day 8 hrs ,1500,24 Hours ,No,100000,"The Lava Dragon is a Rare Dragon   with the primary typing of Flame. The Lava Dragon can also learn Terra and  Dark moves.      For millions of years, this super mighty dragon has been sleeping in the deepest cracks of the mountains. Now its time to unleash his power!"
124,Joker Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Joker Dragon is a Rare Dragon   with the primary typing of Flame. The Joker Dragon can also learn Dark moves.      Time to laugh! This very rare dragon loves pranks and tricks. If you give him the chance, youll find a sticker on your back saying “Kick Me!”"
125,Chainmail Dragon,22 Hours ,1000,17 Hours ,No,30000,"The Chainmail Dragon is a Common Dragon   with the primary typing of Metal. The Chainmail Dragon can also learn Flame moves.      This unique armored dragon will be one of the most precious pieces in your collection. As powerful as Armadillo, and as stunning as Platinum, the Chainmail Dragon is a magical masterpiece."
126,Sphynx Dragon,22 Hours ,1000,17 Hours ,No,30000,The Sphynx Dragon is a Common Dragon   with the primary typing of Electric. The Sphynx Dragon can also learn Flame moves.      Ra blessed this magical creature a gazillion years ago. Mysteries and mystical powers are hidden in the pyramids guarded by the Sphynx Dragon.
127,Mummy Dragon,22 Hours ,1000,17 Hours ,No,50,"The Mummy Dragon is a Common Dragon   with the primary typing of Electric. The Mummy Dragon can also learn Dark moves.      Many think that the Mummy Dragon was formerly a Zombie Dragon with some concerns about his look, but that’s not true. Long ago, the Mummy Dragon was a king among kings, and now he’s back..."
128,Diamante Dragon,1 day 8 hrs ,1500,24 Hours ,No,100000,"The Diamante Dragon is a Rare Dragon   with the primary typing of Ice. The Diamante Dragon can also learn Terra and  Nature moves.      Stardust, the most solid rock in the universe, with Deus added magical touch made this dragon come alive. Rumor has it that not even the Emerald and Ruby Dragons combined could defeat this new juggernaut."
129,Demon Dragon,22 Hours ,1000,17 Hours ,No,30000,The Demon Dragon is a Epic Dragon   with the primary typing of Dark. The Demon Dragon can also learn Flame and  Metal moves.      The realm of dragons has its own mystical side. It is said that the Demon Dragon appears in the nightmares of other dragons.
130,Gargoyle Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Gargoyle Dragon is a Rare Dragon   with the primary typing of Terra. The Gargoyle Dragon can also learn Ice and  Dark moves.      Daylight turns him into a stone statue, but at night he awakens! Look closely at the black sky and you might find him roaming the darkness above you."
131,Deep Red Dragon,,,,,,
132,Azure Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Azure Dragon is a Rare Dragon   with the primary typing of Sea. The Azure Dragon can also learn Flame and  Metal moves.      Deep in the sea, close to the volcanic fault lines, the Azure Dragon emerged centuries ago as the King of the Depths. Are you bold enough to tame him?"
133,Archangel Dragon,5 Hours ,385000,7 Hours ,Yes,144000,"The Archangel Dragon is a Rare Dragon   with the primary typing of Light.       Deus himself created the Archangel Dragon when he was a brave young god. When he needs something done, he chooses the Archangel Dragon for the job."
134,Lightning Dragon,11 Hours ,3000,17 Hours ,Yes,30000,"The Lightning Dragon is a Rare Dragon   with the primary typing of Electric. The Lightning Dragon can also learn Sea moves.      Have you ever heard the quote ""Theres always a calm before the storm""? It is said that this quote refers to the Lightning Dragon."
135,Ancient Dragon,22 Hours ,1500,17 Hours ,No,30000,"The Ancient Dragon is a Rare Dragon   with the primary typing of Terra. The Ancient Dragon can also learn Ice and  Nature moves.      For eons, there was nothing but time and.... the Ancient Dragon! Even if this sounds kind of boring, this gives the Ancient Dragon a unique perspective about basically everything."
136,Wurm Dragon,11 Hours ,2500,17 Hours ,Yes,30000,The Wurm Dragon is a Rare Dragon   with the primary typing of Nature. The Wurm Dragon can also learn Terra moves.      Be careful what you wish for! There is always a chance that the Wurm Dragon will appear and make it come true. But maybe not exactly as you thought.
137,Light Test Dragon,,,,,,
138,War Test Dragon,,,,,,
139,Eternal Test Dragon,,,,,,
140,Glacial Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Glacial Dragon is a Rare Dragon   with the primary typing of Ice. The Glacial Dragon can also learn Electric and  Nature moves.      His razor-sharp edges turn the Glacial Dragon’s whole body into a dangerous weapon! In winter, he retreats to the polar regions to regenerate his powers."
141,Cerberus Dragon,22 Hours ,1000,17 Hours ,No,30000,"The Cerberus Dragon is a Rare Dragon   with the primary typing of Dark. The Cerberus Dragon can also learn Flame and  Terra moves.      Also known as The Guardian, the Cerberus Dragon protects the dungeons and the treasures inside them. He has a lot of spare time while standing guard and fills this time playing Rock n Roll."
142,Burning Dragon,11 Hours ,3000,17 Hours ,Yes,30000,"The Burning Dragon is a Rare Dragon   with the primary typing of Flame. The Burning Dragon can also learn Dark moves.      The fire inside Burning Dragons is not your usual fire. Its a dark, magical fire with the power to consume anything in seconds, much quicker than usual and of course way more dangerous."
143,Treasure Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Treasure Dragon is a Rare Dragon   with the primary typing of Metal. The Treasure Dragon can also learn Terra moves.      Jewels, gold, magic crystals, diamonds… The Treasure Dragon hoards the riches of his defeated enemies in his lair. Only a Dragon Master can tame the Treasure Dragon. Is that you?"
144,Granite Dragon,11 Hours ,4000,17 Hours ,Yes,10000,"The Granite Dragon is a Rare Dragon   with the primary typing of Terra. The Granite Dragon can also learn Flame moves.      It is said that the Granite Dragon combines the three hardest rock types on Earth. Lets not get into the scientific details, but just know that he’s three times as tough."
145,Bone Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Bone Dragon is a Rare Dragon   with the primary typing of Dark. The Bone Dragon can also learn Terra moves.      This soulless dragon comes from the Northern Lands, far beyond The Wall. He is controlled by the dark magic created by Darkus millennia ago, and he can use his dead body to attack opponents with unnatural power."
146,Wyvern Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Wyvern Dragon is a Rare Dragon   with the primary typing of Dark. The Wyvern Dragon can also learn Flame and  Terra moves.      The Wyvern Dragon may look scary and aggressive, but this fire-breathing dragon is very kind. He serves as an aid to Deus whenever he needs and only uses his powers for good."
147,Predator Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Predator Dragon is a Rare Dragon   with the primary typing of Dark. The Predator Dragon can also learn Flame and  Terra moves.      This dragon loves herbivores, especially eating them. Be careful! When hes hungry, he begins to devour any living thing slower than him. Except kittens, of course!"
148,Poseidon Dragon,22 Hours ,1000,17 Hours ,No,30000,"The Poseidon Dragon is a Common Dragon   with the primary typing of Sea.       Poseidon is usually quite calm and sleepy in the ocean. But if he gets angry, he starts generating tsunamis and earthquakes. Fun fact: He hates the taste of fish."
149,Hades Dragon,11 Hours ,1000,17 Hours ,Yes,30000,The Hades Dragon is a Rare Dragon   with the primary typing of Sea. The Hades Dragon can also learn Dark moves.      The realm of the underworld is controlled by Hades. His favorite part of the job is his friendship with the sea of souls.
150,Atlas Dragon,11 Hours ,1000,17 Hours ,Yes,30000,"The Atlas Dragon is a Rare Dragon   with the primary typing of Sea. The Atlas Dragon can also learn Terra and  Nature moves.      Atlas is usually exhausted from carrying the world with him wherever he goes. That duty has transformed his body, resulting in a powerful dragon capable of performing the most impressive attacks!"
151,Justice Dragon,20 Hours ,1500,1 day 4 hrs ,Yes,192000,"The Justice Dragon is a Rare Dragon   with the primary typing of Light. The Justice Dragon can also learn Terra moves.      If you feel that injustice has occurred, just call the Justice Dragon. His balanced judgment will decide what’s fair... and his sword will decide what’s not."
152,Sun Dragon,20 Hours ,1500,1 day 4 hrs ,Yes,192000,"The Sun Dragon is a Rare Dragon   with the primary typing of Light. The Sun Dragon can also learn Flame moves.      The Sun Dragon lives inside the solar corona. When theres a sun storm, you can see her dancing with the flares, just like a child splashing in a swimming pool."
153,Mater Natura Dragon,,,,,,
154,Luminescent Dragon,20 Hours ,1500,1 day 4 hrs ,Yes,192000,"The Luminescent Dragon is a Rare Dragon   with the primary typing of Light. The Luminescent Dragon can also learn Sea moves.      Deep under the sea where the Luminescent Dragon lives it can get pretty dark! He survives this total darkness by providing his own light, which he uses for hunting and disco parties - two totally related things."
